"平成27年(2015年)産業連関表 取引基本表(生産者価格評価)(統合小分類)(単位:100万円)(総務省)","穀類","いも･豆類","野菜","果実","その他の食用作物","非食用作物","畜産","農業サービス","育林","素材","特用林産物","海面漁業","内水面漁業","石炭･原油･天然ガス","砂利･砕石","その他の鉱物","畜産食料品","水産食料品","精穀･製粉","めん･パン･菓子類","農産保存食料品","砂糖･油脂･調味料類","その他の食料品","酒類","その他の飲料","飼料･有機質肥料(別掲を除く。)","たばこ","紡績糸","織物","ニット生地","染色整理","その他の繊維工業製品","織物製･ニット製衣服","その他の衣服･身の回り品","その他の繊維既製品","木材","その他の木製品","家具･装備品","パルプ","紙･板紙","加工紙","紙製容器","その他の紙加工品","印刷･製版･製本","化学肥料","ソーダ工業製品","その他の無機化学工業製品","石油化学系基礎製品","脂肪族中間物･環式中間物･合成染料･有機顔料","合成ゴム","その他の有機化学工業製品","合成樹脂","化学繊維","医薬品","油脂加工製品･界面活性剤","化粧品･歯磨","塗料･印刷インキ","農薬","その他の化学最終製品","石油製品","石炭製品","プラスチック製品","タイヤ･チューブ","その他のゴム製品","革製履物","なめし革･革製品･毛皮(革製履物を除く。)","ガラス･ガラス製品","セメント･セメント製品","陶磁器","建設用土石製品","その他の窯業･土石製品","銑鉄･粗鋼","鉄屑","熱間圧延鋼材","鋼管","冷延･めっき鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属屑","電線･ケーブル","その他の非鉄金属製品","建設用金属製品","建築用金属製品","ガス･石油機器･暖房･調理装置","その他の金属製品","ボイラ･原動機","ポンプ･圧縮機","運搬機械","冷凍機･温湿調整装置","その他のはん用機械","農業用機械","建設･鉱山機械","繊維機械","生活関連産業用機械","基礎素材産業用機械","金属加工機械","半導体製造装置","その他の生産用機械","事務用機械","サービス用･娯楽用機器","計測機器","医療用機械器具","光学機械･レンズ","武器","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置","電気計測器","その他の電気機械","通信機器","映像･音響機器","電子計算機･同附属装置","乗用車","トラック･バス･その他の自動車","二輪自動車","自動車部品･同附属品","船舶･同修理","鉄道車両･同修理","航空機･同修理","その他の輸送機械","がん具･運動用品","その他の製造工業製品","再生資源回収･加工処理","住宅建築","非住宅建築","建設補修","公共事業","その他の土木建設","電力","都市ガス","熱供給業","水道","廃棄物処理","卸売","小売","金融","保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道旅客輸送","鉄道貨物輸送","道路旅客輸送","道路貨物輸送(自家輸送を除く。)","自家輸送(旅客自動車)","自家輸送(貨物自動車)","外洋輸送","沿海･内水面輸送","港湾運送","航空輸送","貨物利用運送","倉庫","こん包","その他の運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務(中央)","公務(地方)","学校教育","社会教育･その他の教育","学術研究機関","企業内研究開発","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸業(貸自動車業を除く。)","貸自動車業","広告","自動車整備","機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明","内生部門計","家計外消費支出(列)","家計消費支出","対家計民間非営利団体消費支出","一般政府消費支出","一般政府消費支出(社会資本等減耗分)","国内総固定資本形成(公的)","国内総固定資本形成(民間)","在庫純増","国内最終需要計","国内需要合計","輸出","輸出(直接購入)","輸出計","最終需要計","需要合計","(控除)輸入","(控除)輸入(直接購入)","(控除)関税","(控除)輸入品商品税","(控除)輸入計","最終需要部門計","国内生産額"
"船舶･同修理",0,0,0,0,0,0,0,0,0,0,0,71297,858,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6136,41584,33101,0,0,0,0,4496,0,0,0,0,0,0,44700,3341,451,1471,1015,0,0,0,0,0,0,60,0,0,0,0,42,0,0,0,129,0,0,0,561460,0,12087,0,0,0,204096,336197,96175,648555,1210015,1570344,0,1570344,2218899,2780359,-86389,0,0,-5072,-91461,2127438,2688898
"鉄道車両･同修理",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350505,23756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622799,0,0,0,0,0,88740,265010,-48819,304931,927730,92307,0,92307,397238,1020037,-25375,0,0,-2030,-27405,369833,992632
"航空機･同修理",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345894,0,0,0,8987,0,0,0,0,0,0,140473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316490,0,0,0,0,0,341145,895368,550,1237063,2553553,930842,0,930842,2167905,3484395,-1334074,0,0,-101366,-1435440,732465,2048955
"その他の輸送機械",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,90,13745,0,0,0,0,0,0,0,0,0,18,0,0,0,97517,514,0,0,0,24,1369,0,0,390456,0,145358,0,0,0,73019,636909,-3825,851461,1241917,268859,174,269033,1120494,1510950,-168193,-122,0,-13455,-181770,938724,1329180
"がん具･運動用品",0,0,0,0,0,0,0,0,0,0,0,6322,381,0,0,0,0,0,0,2636,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,251,3614,36182,9874,20036,21565,0,0,18165,8681,0,9113,0,0,0,0,0,2650,1728,0,26022,8,0,1672,190906,28507,545214,0,0,0,4918,120249,19667,718555,909461,96459,652,97111,815666,1006572,-462452,-5333,-6227,-37429,-511441,304225,495131
"その他の製造工業製品",120,11,40,208,43,52,185,80,69,10,131,2945,39,241,893,392,595,1483,14,463,199,1930,1636,6651,4103,2,1,143,36,115,24,265,33516,4112,5147,3,4156,17470,4,1569,270,316,106,291,6,11,30,43,504,5,2385,111,21,614,255,14,1220,4,812,5,150,2600,863,424,2598,616,3785,435,3115,1307,1958,62,0,11539,2264,6656,5142,99,10,0,1436,4056,171,9,3,1063,94,151,24,245,155,146,311,71,227,208,21047,553,3795,1494,107,2396,3228,1324,2107,3530,8578,6630,510,204,6291,1904,4861,2093,1568,8963,2602,12,14238,1417,176,29,688,11214,137647,28,32080,8630,59983,38694,29253,258,6,0,2867,2450,16356,15545,5578,2248,476,203,0,212,8,1947,2041,38,117,344,746,199,79,11,99,198,846,106,19591,9092,130878,2595,58686,25279,24135,25033,2411,8975,126647,9673,1137,16884,11636,22028,67818,33,17558,8009,4776,168369,8535,55947,22937,33159,63331,214894,763,1779773,136338,1269484,0,10,0,106470,948324,27992,2488618,4268391,587381,19385,606766,3095384,4875157,-1359739,-261548,-21700,-108995,-1751982,1343402,3123175
"再生資源回収･加工処理",1113,95,830,102,210,189,9762,3,2,0,4762,0,4,0,0,0,0,0,0,0,0,0,0,22919,264,2935,0,294,4,0,0,29,0,0,0,11013,1821,0,58,77986,0,0,0,0,10566,0,1938,7286,4,0,4914,0,212,3,0,28,0,0,1,602,20200,16519,33,5,0,0,16557,10015,9170,4528,313,121581,0,50461,664,2962,10120,318,153146,0,7421,114480,0,0,0,3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,211,0,0,0,0,0,0,9099,0,0,0,0,0,56,0,0,0,0,3441,140,142665,22424,0,0,0,0,0,0,0,0,0,0,0,0,8201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,0,0,0,891116,0,104116,0,0,0,0,0,0,104116,995232,0,0,0,104116,995232,0,0,0,0,0,104116,995232
"住宅建築",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787803,15473314,0,16261117,16261117,0,0,0,16261117,16261117,0,0,0,0,0,16261117,16261117
"非住宅建築",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508785,9506139,0,13014924,13014924,0,0,0,13014924,13014924,0,0,0,0,0,13014924,13014924
"建設補修",4807,326,11141,2533,389,1823,5482,1426,96,272,668,1142,65,566,1789,249,5040,1251,876,2438,400,1669,2816,2156,1074,162,56,233,359,65,1727,1622,2797,372,893,224,2000,3422,1694,19339,4236,6326,4453,7800,965,2286,7382,6238,7378,6334,9017,12836,4358,9337,3605,5569,2338,414,8170,2780,3029,36534,1136,3645,47,204,4374,16229,2634,2617,7996,49887,0,25966,2345,13320,9927,4842,11539,0,3015,11788,4886,15752,716,21757,3393,2387,1589,1991,7991,1060,4391,581,3827,1717,6227,3381,5682,350,1097,3278,1903,736,1015,10746,32165,15269,4076,1407,1090,5325,5454,816,2277,3527,3430,16,15008,2978,5181,2585,1027,958,4514,257,9376,9267,12302,4994,2009,253897,102816,510,133015,13937,120978,155693,52084,34677,60725,149301,512650,105011,1159,3121,12607,44924,63615,368,3477,5025,181,3885,24472,789,87682,2144,66695,53688,9731,22332,18475,10449,313851,133484,25189,28122,43088,88654,2946,36422,23745,7339,15661,1162,1509,5617,2399,62717,8885,34483,12323,40786,20769,0,0,3699380,0,0,0,0,0,1332636,6151946,0,7484582,11183962,0,0,0,7484582,11183962,0,0,0,0,0,7484582,11183962
"公共事業",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12235129,11085,0,12246214,12246214,0,0,0,12246214,12246214,0,0,0,0,0,12246214,12246214
"その他の土木建設",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685815,5444537,0,8130352,8130352,0,0,0,8130352,8130352,0,0,0,0,0,8130352,8130352
"電力",9552,774,10078,226,3588,16460,32499,28109,43,270,5370,5814,5234,11644,11550,8753,51432,39805,13264,66903,9712,38469,90786,17923,48933,10879,5623,3362,16820,2018,13654,12583,27442,4978,9377,16541,28974,21369,44170,325041,9436,20115,30181,113263,16558,116167,160800,27344,99196,48300,50283,44113,36198,57798,11269,18010,5005,10237,43237,109471,18379,299064,36792,40979,1110,1866,54009,149723,22104,19348,58906,378760,0,229499,14153,188811,207589,30426,154125,0,33434,105870,22903,29809,7222,170456,18109,21138,9060,13905,63888,4675,16612,5013,8626,12093,50482,26032,38374,14785,4746,12224,10369,12690,1541,198883,156033,64365,17955,3312,7074,38641,11844,5103,9316,87563,19185,1590,300524,44068,13837,25042,16914,2905,20212,27068,70758,10852,17887,21045,28736,1970499,54781,19824,184248,343404,221933,1525834,79989,66863,218592,72548,0,390250,7371,8592,63139,5664,9278,137,1177,2191,8192,2875,97003,2188,60601,8083,154569,23197,39389,13340,27252,146079,224409,411271,115590,101125,55715,326050,21504,170137,117470,13357,10609,16425,35654,19103,20222,180810,195111,526334,144509,297908,136023,0,20473,14926305,5362,5353504,0,0,0,0,0,0,5358866,20285171,58614,420,59034,5417900,20344205,-1430,-109,0,0,-1539,5416361,20342666
"都市ガス",0,0,0,0,0,16,0,1233,0,0,312,10,15,81,23,0,4197,1630,490,30968,1346,18295,25452,11308,13623,1467,7,1631,859,131,11065,1657,2615,46,908,21,213,978,101,2002,1122,1471,1633,3869,5457,653,3547,35,2977,365,4112,1837,557,20500,8625,997,719,717,6202,41,939,49113,11867,6526,59,71,17609,1261,12630,4551,3532,12441,0,28254,7798,43729,32190,909,1580,0,3395,14578,5121,4462,3888,29191,3022,3109,1340,2824,5067,1935,2549,460,969,556,4265,1644,5067,980,1896,4598,2045,927,269,16126,11090,7363,1011,161,397,7038,2766,244,1040,23782,22612,300,99068,5649,84,5714,9547,257,3083,3120,16088,10118,11328,6329,3950,28978,26774,18944,7754,18068,36383,343320,4933,12539,25885,1068,0,1431,82,2366,7204,1566,790,128,1523,85,1331,505,243,179,6121,1183,11528,2286,1198,2506,2848,10901,84560,114256,8454,30992,1030,81409,5857,65121,53423,6793,206,634,1661,3194,26274,81589,84073,468610,47696,10568,38031,0,0,2600698,1392,1536976,0,0,0,0,0,0,1538368,4139066,1611,187,1798,1540166,4140864,-95,-119,0,0,-214,1539952,4140650
"熱供給業",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1240,196,90,683,220,1065,1112,204,1771,188,55,43,391,3,235,75,135,2,61,39,22,4,16,4038,423,560,768,178,95,141,657,257,1122,199,315,1494,231,3351,58,571,95,25,254,59,28,9780,244,42,0,0,111,63,17,17,57,213,0,284,66,236,77,52,336,0,17,90,4,7,1,75,27,2,37,25,13,4,49,1,9,14,12,4,12,12,4,179,8,3,3,146,84,15,5,1,1,18,2,1,2,673,111,31,894,86,26,51,21,4,120,22,54,133,14,91,146,825,21,2221,0,87,9079,15830,7900,5081,4939,1480,0,2782,29,104,787,0,0,89,192,131,180,131,63,24,87,209,2617,2047,1750,768,844,296,10688,1374,445,2733,1106,2867,267,1788,2044,301,0,7,567,14,233,4636,8189,1760,152,6557,864,0,812,145743,0,4650,0,0,0,0,0,0,4650,150393,0,0,0,4650,150393,0,0,0,0,0,4650,150393
"水道",0,0,200,37,0,397,4544,1575,15,33,118,214,74,790,943,439,10463,5344,1227,8610,1250,9291,16800,8076,6447,143,2675,182,206,24,2446,326,1473,508,627,614,600,1127,1871,13385,1209,1966,2770,2613,1444,1331,6399,2411,11999,1579,4784,5900,1964,22474,930,1124,605,1143,3595,5077,2997,11276,480,1299,19,119,2103,3218,573,554,1343,2897,0,10741,1263,8710,2065,454,3348,0,416,3112,1413,945,203,5272,530,1363,217,873,3465,207,805,352,1335,766,2575,833,2558,451,478,693,899,325,1573,14101,9109,3930,1469,233,458,3228,675,146,560,5398,1487,109,8131,1814,3218,423,286,209,1962,3061,11342,7669,14384,6026,5460,7848,6782,4233,407907,44308,30092,184690,22687,21380,28741,3509,0,48345,443,7085,10336,66461,30620,414,1674,263,608,921,3531,718,25530,990,72293,2498,2850,4969,6082,39837,118793,185576,35357,83583,82276,183792,6884,59436,71633,9977,1251,1497,1190,5807,3968,40827,58598,254121,81951,44547,32882,0,6497,2833505,2686,1902465,0,-307276,94876,0,0,0,1692751,4526256,20656,212,20868,1713619,4547124,-429,-1105,0,0,-1534,1712085,4545590
"廃棄物処理",0,0,0,0,0,33,3012,1775,2,31,100,0,65,651,974,323,9076,2260,228,12374,38,2276,952,982,448,782,794,1,22,175,9,12,445,83,77,680,103,418,7,5236,441,1114,1012,2925,2050,4303,5170,3639,7563,41,130,1479,1876,27409,3294,3073,3157,378,160,0,202,470,429,132,7,85,1266,8335,205,336,4892,3363,0,107,23,104,100,1,0,0,1498,7,261,194,56,471,311,479,184,930,982,13,57,12,56,13,152,22,84,19,258,252,209,73,2615,5130,4955,1276,53,100,74,2257,490,81,423,450,411,268,1063,2425,15057,12,307,7,323,0,7971,4557,90,56808,46017,243861,6768,0,8962,0,55092,71340,53200,58051,1025,0,0,162709,3609,5352,32004,0,0,3243,3072,1991,2360,3649,3233,2176,46744,2032,126615,29697,4010,9586,7447,16886,1067073,140501,5591,26145,34477,153601,12550,38113,41325,156,1146,3072,955,5647,3094,8026,238216,435928,63104,109603,103335,0,67363,3817263,0,292863,0,647716,135936,0,0,0,1076515,4893778,8508,0,8508,1085023,4902286,-306,0,0,0,-306,1084717,4901980
"卸売",49553,18613,87299,25543,8689,36482,104150,37279,808,694,12656,66103,10474,1947,10387,1512,330231,222109,104713,473693,119126,200480,613956,85326,296031,142327,12800,10328,20573,5929,11014,27826,68255,11301,57241,77207,66921,119342,53720,112864,159570,151845,159240,340781,11212,14322,51211,24040,69285,12055,93735,72681,25542,275361,51158,52828,99913,17435,175563,132705,43567,617107,75254,83583,9969,18677,44764,75106,26664,16502,50515,125738,0,17879,28163,204640,56533,164190,66632,0,61323,200299,109795,91086,34256,272877,104699,73743,44767,51989,148261,31803,83402,11874,40035,43936,126320,94456,131030,53715,96035,54129,54941,20943,19722,292434,237016,391757,154261,31597,41931,149139,110264,34926,68354,266891,67031,3539,1434249,142159,56672,36910,50634,34869,191761,3972,979026,663763,752721,442181,287046,327858,100599,1011,69608,51331,404583,306628,68061,56515,11185,14017,13655,10866,301,38806,99253,314530,165762,33417,17900,7172,21191,4092,11397,46966,24114,3666,49301,11213,164606,11038,209180,97002,119391,142376,22505,70221,263258,2709495,29949,183221,167986,95172,58965,4574,40027,326008,365828,232061,169376,2157967,104229,113834,100474,217119,43623,26916489,404878,12612003,0,2972,0,389751,4943321,181619,18534544,45451033,5229392,137864,5367256,23901800,50818289,-189500,0,0,0,-189500,23712300,50628789
"小売",67693,19145,97438,28451,10838,34842,92303,8721,408,568,4795,18115,1706,426,2712,485,3736,2811,550,7762,891,2336,115793,4474,4991,579,587,354,616,148,676,809,35026,5668,7577,1039,3219,18132,142,3242,733,2057,1593,3955,907,367,2480,641,1741,639,2390,894,427,8896,2255,1383,1688,342,3133,905,664,7241,1931,5702,3191,964,2782,3318,3560,1214,3583,1645,0,6358,1274,3992,4381,1163,1540,0,1498,4457,1806,2114,465,7592,4356,5200,6209,6884,6080,4011,10894,970,4738,20308,41503,6554,14376,3989,4282,13114,3266,2237,1634,12831,16361,25862,3419,850,4846,4677,8320,3658,5853,30133,6919,481,25855,8640,1904,2795,3291,13104,72398,1744,58461,48207,55154,57829,31502,6474,1703,159,11385,20818,169759,150704,35678,28015,9869,29026,22702,8402,201,13033,61259,417234,155117,1677,2963,2631,2987,3320,3923,1714,11226,5468,29611,9195,93514,7961,18269,58224,116957,48527,18872,59888,199532,121363,8155,97623,73569,74021,72480,3148,13168,23900,14469,228805,95653,1236890,62009,83704,119938,114800,3582,5670638,1258670,35542706,0,7307,0,106731,1956432,0,38871846,44542484,71665,235943,307608,39179454,44850092,0,0,0,0,0,39179454,44850092
"金融",5861,1231,6700,2165,798,3674,13344,6245,1585,489,1132,12127,898,4705,22277,1790,15789,9104,2408,24647,5437,17958,24046,60300,14508,4811,10143,1488,8229,1752,7464,4104,17481,3932,10607,6902,6319,21575,5245,15070,9189,14930,12440,43143,2078,2683,6600,9376,17720,3729,8438,9182,1966,43341,2779,5791,3774,14370,13584,37844,6663,28438,5885,7283,501,988,10372,24670,10821,2668,8652,31130,0,22618,5517,18377,8862,9256,29353,0,6769,25151,28859,28979,12568,49110,15427,9822,8336,6226,22105,3827,14048,3563,6203,6368,17601,14293,26752,6212,6291,21414,16382,8499,7896,38065,36528,31310,18079,5279,3258,15646,12210,2555,10442,44932,11030,2658,67379,33948,13029,10945,5373,9496,76723,1530,169213,158609,80976,198987,103677,364845,21935,2368,106431,131740,906790,627959,1442992,120453,1316980,851158,3238701,343161,5580,10681,52478,0,0,29715,18522,20554,19741,4362,9228,7097,62006,1013,91319,17840,60272,10745,18059,385143,451165,241322,37886,1407,38053,241825,67033,216645,42393,109518,291295,19592,9383,49490,34747,133921,98517,119448,12877,53729,20390,0,13399,15017832,0,5423037,0,0,0,0,0,0,5423037,20440869,1553656,0,1553656,6976693,21994525,-834729,0,0,0,-834729,6141964,21159796
"保険",8010,1683,316,187,139,941,2391,4724,2600,429,466,1321,1575,445,3281,1787,4838,3267,1237,3131,646,2239,6396,6673,751,599,968,69,458,371,852,1891,5166,569,708,1810,3578,5515,1044,3718,902,3566,2054,3190,1600,522,2909,1936,6152,1081,1731,3355,243,1181,1779,5827,1973,716,5612,11753,566,9907,2359,2056,130,363,1750,2472,1569,265,4744,5816,0,2202,453,2942,3986,4823,1670,0,1801,6202,1093,1850,895,10236,1525,770,807,439,4558,1305,843,808,1085,3709,7446,2920,5584,587,1881,3589,1963,104,48,1427,8282,10754,1626,2606,1824,6797,4098,763,4170,15042,1466,16,21841,5165,335,5756,2068,1579,6399,776,10094,9900,27,13569,17062,13630,1092,54,1035,694,79574,19629,34546,38054,49037,63798,618547,539,317,6423,118579,289131,109483,11679,40902,36175,31871,12900,497,2672,8826,94,40892,10378,16367,3769,9680,157,131,70,154,651,2324,4619,196,2290,12778,4735,31748,34128,4796,4796,572,40262,2210,36808,507,31498,15269,0,0,2309997,282,12351549,0,0,0,0,0,0,12351831,14661828,191200,75,191275,12543106,14853103,-564000,-675,0,0,-564675,11978431,14288428
"不動産仲介及び賃貸",0,0,0,0,0,3228,0,18317,65,109,616,1023,92,3502,3121,394,18132,5289,4062,25118,763,6672,14422,9755,2767,848,28,256,787,68,1335,1086,6024,738,3085,1083,3224,8878,1081,4592,2092,3213,4107,23098,438,835,3887,4394,5018,1716,3622,5028,1050,28532,818,3416,1419,3739,3439,4742,1374,35970,2220,5924,151,508,3510,10900,1934,874,3106,7167,0,10243,1818,4724,6590,2651,2647,0,1501,4506,23631,4849,1627,17755,4122,6561,4413,1930,10929,1720,2278,807,4873,3059,7412,5507,16738,2468,2538,3777,1492,1681,1236,9722,12100,16120,8810,1732,2666,11951,4725,4636,4062,15488,2583,433,13844,5317,115,1333,3749,929,4925,163,146258,60297,28761,19854,21064,99971,34735,4261,6284,8996,1752715,903670,362911,178432,585000,1417317,406469,11035,693,23323,155200,145326,11698,1906,2618,247943,12550,86795,149670,34843,156547,20457,159885,45223,646706,170873,133408,48568,14968,26406,5451,13040,296247,911529,26400,44774,105954,81346,93137,35150,6504,23308,9368,410766,53888,275669,148683,73187,157962,0,147832,11884118,0,558562,0,0,0,0,2853657,0,3412219,15296337,2528,0,2528,3414747,15298865,0,0,0,0,0,3414747,15298865
"住宅賃貸料",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14022828,0,22007,0,0,0,0,14044835,14044835,44120,211,44331,14089166,14089166,0,-1787,0,0,-1787,14087379,14087379
